"intAgent","intProjectID","intProjectNo","intProvID","strDescription","strLegal","intClientDept","intSecondDept","strFileNo","datStartDate","datComplDate","bolCancelled","curSSAFees","curSSADisbursements","intProjectType","intClientContactID","intLocationID","curPrice","curExpToDate"
28,509,847743,59,"TO GRANT AN EASEMENT TO NEIGHBOURING LOT","PID 015-658-040 THAT PART OF LOT 42, DL 309, KOOTENAY DISTRICT, PLAN 1",24,0,"",12/1/1900,,0,.0000,.0000,2,1,187,.0000,.0000
28,510,847691,59,"To cancel reserve over Block A of District Lot 1570, in Cousins Inlet,","Block A of District Lot 1570, Cousins Inlet, R3, Coast District",16,0,"9050-O1/5",10/28/1998,,0,.0000,.0000,2,1,161,.0000,.0000
28,511,848946,59,"TO DISPOSE OF A LEASEHOLD INTEREST - HANGAR","PARCEL 34 OF PLAN PR 3121",18,0,"9075-A1-60",11/24/1990,7/13/1901,0,.0000,.0000,2,1,2,.0000,.0000
29,512,,59,"DELETION OF FILL AREA FROM RESERVE BACK TO PROVINCE","BLOCK C OF D.L. 1994, CLAYOQUOT DISTRICTION",16,0,"5400-T6_5",4/1/1902,,0,.0000,.0000,2,1,247,.0000,.0000
29,513,0,59,"Conservation Area","n/a",24,0,"",,,0,.0000,.0000,2,1,45,.0000,.0000
33,514,,59,"Two DND buildings: Naden 89 and Workpoint 1027","",6,0,"9070-E6-72",5/3/2000,10/5/2001,1,.0000,.0000,2,1,65,.0000,.0000
33,515,,59,"Two DND surplus buidings: Naden 89 and Workpoint 1027","",6,0,"9070-E6-72",5/3/2000,10/5/2001,0,.0000,.0000,2,1,65,.0000,.0000
34,516,849973,59,"Nanaimo Military Camp","PID 024-785-270 PID 024-785-300 PID 024-785-555",6,0,"PAC 9075-N2_79",,,0,.0000,.0000,2,1,140,.0000,.0000
29,517,850639,59,"TRANSFER AND ACCEPTANCE OF ADMINISTRATION BETWEEN MINISTERS","DL's 6118, 6119, 6120 (land only) & 6315 and 6242 (land & water)",14,0,"9075-R3_106",12/3/1901,,0,.0000,.0000,2,1,198,.0000,.0000
33,518,846352,59,"One storey, wood frame, 1,500 sqft Carpentry Shop","",14,0,"9050-E6-78",11/20/2001,,0,.0000,.0000,2,1,65,.0000,.0000
33,519,,59,"Sourdough Bay Marine Station","various",24,0,"9075-P17-95",,,0,.0000,.0000,2,1,185,.0000,.0000
33,520,,59,"Transport Canada and City of Surrey land exchange for FRPA","various",23,0,"9075-S23-93",12/1/2001,,0,.0000,.0000,2,1,237,.0000,.0000
33,521,850320,60,"House and lot on behalf of Parks Canada","Lot 66, Block 27, Plan 2000-0150 YT",13,0,"9075-H1-36",8/20/2001,12/12/2001,0,.0000,.0000,2,1,99,.0000,.0000
29,522,850592,59,"Retrocession of Docking Facility to Province of B.C. (Lot 1712)","Lot 1712,  Range 1, Coast District",14,0,"9075-C76_2",10/5/1901,,0,.0000,.0000,2,1,39,.0000,.0000
27,523,76699,59,"Disposal of DFO lands at the new Island Highway Bridge Crossing at Big","Parcel Identifier 001-903-276, DL254, Alberni District, Plan 1753",24,0,"9075-B40/3",,,0,.0000,.0000,2,1,28,.0000,.0000
27,524,840142,59,"Transfer of Admin & Control of Road R/O/W","Lot 4 Section 20 Township 4 Range 29West of 6th Meridian New West Dist",24,0,"5540-W48/2",5/2/1969,,0,.0000,.0000,2,1,282,.0000,.0000
34,525,848985,59,"Transfer to SD 71","Part of Lot 4, Plan 33704, Comox District DL 114",6,0,"9075-C18_52",,,0,.0000,.0000,2,1,43,.0000,.0000
28,526,850641,59,"DEEP CREEK HATCHERY - 5223 Kalum Lake Road, Terrace","Lot 1, DL 1117 and 1118 Range 5, Coast District, Plan 11071",24,0,"9075-T4_63",12/5/1901,2/18/1902,1,.0000,.0000,2,1,242,.0000,.0000
29,527,848521,0,"NWPA Applications - retroactive","Various",16,0,"5505-8",8/1/1900,12/21/1900,0,.0000,.0000,2,1,259,.0000,.0000
29,528,850830,59,"471 Queensway Ave. - SRW required by City of Kelowna","Lots 8 and 11, Blk 16, D.L. 139, O.D.Y.D., Plan 462",14,0,"9075-K3_98",1/22/1902,7/2/1902,0,.0000,.0000,2,1,113,.0000,.0000
29,529,851540,59,"Custody Transfer of RCMP 'E' Division HQ (Fairmont Barracks)","Three Parcels of Land situate at 657 West 37th Ave",15,0,"9075-V3_564",1/28/1902,,0,.0000,.0000,2,1,255,.0000,.0000
28,530,850691,59,"2096 2ND AVE., DISPOSE OF RCMP DETACHMENT","LOT A, SECTION 34 AND 35, TOWNSHIP 9A, KOOTENAY DISTRICT, PLAN 11533",15,0,"9075-R6_4",2/1/1901,,0,.0000,.0000,2,1,202,.0000,.0000
28,531,850693,59,"1843 1ST STREET - DISPOSE OF RCMP DETACHMENT","LOTS 11,12,& 13, BLOCK 'C', DL 1236, KOOTENAY DISTRICT, PLAN 2404",15,0,"9075-f11_6",2/1/1901,,0,.0000,.0000,2,1,82,.0000,.0000
32,532,847616,59,"Disposal of vacant lot - Lot 19, CLSR 53805","Lot 19, CLSR 53805",13,0,"9075-d3-6",4/4/1900,,0,.0000,.0000,2,1,61,.0000,.0000
32,533,847617,59,"Disposal of vacant lot - Lot 20, CLRS 53805","Lot 20, CLRS 53805",13,0,"9075-D3_7",5/1/1900,,0,.0000,.0000,2,1,61,.0000,.0000
28,534,850952,59,"TAC to the Province","as per plan by Ian Thomas Hughes dated Nov. 8, 2001",23,0,"9070-v7_276",2/25/1902,,0,.0000,.0000,2,1,270,.0000,.0000
28,535,851281,59,"To transfer administration of the Range Lights(front and rear) to INAC","",24,0,"9075-Q11_7",,,0,.0000,.0000,2,1,127,.0000,.0000
13,539,1234567,59,"","",24,0,"",7/10/2002,,0,5.0000,6.0000,3,5,30,.0000,.0000
13,540,,59,"","",26,0,"",7/10/2002,,0,.0000,.0000,2,6,305,.0000,.0000
13,547,,59,"hello","",26,0,"",7/12/2002,,0,.0000,.0000,1,1,305,.0000,.0000
13,549,,59,"","",26,0,"",7/26/2002,,0,.0000,.0000,1,1,305,.0000,.0000
