"intStatusID","intProjectID","memStatus","datUpdate"
471,42,"B.Dane reviewed/ accepted revised  Option 1 and requested review by T. Dunphy.    ","12/2/1997"
472,42,"Awaiting review of options by T.  Dunphy and final topographic plan from surveyor.    ","1/7/1998"
473,42,"Awaiting instructions from SCHB  concerning construction proposal and final topg.  plan (additional waterline information). ","2/2/1998"
479,42,"Met with B. Dane 27 May 97. Await  results of B.Dane'site visit. B. Dane to  investigate possible relocation of Balsam Root  plant, location of waterline and finally, road  access. Await further instructions.    ","5/28/1997"
494,31,"ADDITIONAL SCHB INQUIRIES INCL. COMOX   (BARGE AND DND) & PT SIMPSON.    ","3/20/1997"
495,31,"Additional SCHB inquiries incl. Comox   (Esso barge and DND) & Pt Simpson.    ","3/21/1997"
496,31,"SSA reduced from $15,000 to $6,000 by  SCHB before executing.    ","5/6/1997"
497,31,"Responded to various SCHB inquiries  from H.Gill and A.Holliday.    ","6/26/1997"
498,31,"Continued responses to various  inquiries from H. Gill and A. Holliday.    ","7/28/1997"
499,31,"Responded to various inquiries from H.  Gill and A. Holliday.    ","8/20/1997"
501,31,"Responded to on-going inquiries from  H. Gill.    ","9/30/1997"
502,31,"Responded to on-going inquiries from  SCHB.    ","10/29/1997"
503,31,"Responded to G.Lacey's inquiries on  SWP and Steveston acquisition.    ","12/2/1997"
504,31,"Mainly provided information to G.Lacey  on SWP and Steveston acquisitions.    ","12/2/1997"
505,31,"Majority of work for G.Lacey on SWP  and Steveston acquisitions.    ","12/2/1997"
506,31,"Miscellaneous inquiries.    ","1/7/1998"
507,31,"Miscellaneous inquiries including  meeting with S.Steele.    ","2/2/1998"
508,31,"Various miscellaneous enquiries.    ","7/30/1998"
509,31,"Client requested we effect name change  from TC to DFO re upland property situate at Port   McNeill.  Rquested DOJ to effect this process.    ","8/27/1998"
510,31,"Status meeting with John Downing on  98.09.09.    ","9/14/1998"
511,31,"Port McNeill - change of name  completed. Advised SCHB accordingly.    ","9/25/1998"
512,31,"SSA to be amended by increasing by  $10,000.    ","10/22/1998"
513,31,"SSA increased by $10,000.     ","11/5/1998"
514,31,"Project closed.    ","4/20/1999"
515,31,"Awaiting funding.    ","5/3/1999"
516,31,"Various projects being discussed,  Degnen Bay, Kelsey Bay etc.    ","6/28/1999"
517,31,"Continuation of consultations, project  enquiries, etc.   ","7/5/1999"
518,31,"Continuation of  consultations, project enquiries, etc. False Creek  issue?   ","9/24/1999"
519,31,"Continuation of  consultations, project enquiries, etc. eg False  Creek/Denman Island?   ","9/29/1999"
520,31,"Continuation of consultations,  project enquiries, etc.   ","11/25/1999"
521,31,"SSA sent to SCHB for approval and   signature.   ","4/7/2000"
523,31,"SSA signed and input into system.   ","5/2/2000"
524,31,"Ongoing dealing with SCHB  enquiries and small projects on 'as needed'  basis'.   ","9/5/2000"
525,31,"NEW FISCAL YEAR 01/02:   ","4/2/2001"
526,31,"Ongoing enquiries, tenure investigations.   ","8/7/2001"
529,31,"Zeballos - Investigating overlap into SCHB reserve; Hospital Bay referral (awaiting HA response);   ","11/14/2001"
530,31,"Zeballos - Investigating overlap into SCHB reserve; Hospital Bay referral (awaiting HA response); Gorge Harbour investigation of surrounding ownership.   ","11/15/2001"
532,31,"Various tenure enquiries, investigations (eg Zeballos - investigating overlap into SCHB reserve, Hospital Bay referral).   ","11/28/2001"
533,31,"New SSA to be prepared for this fiscal.   ","4/8/2002"
534,31,"New SSA to be prepared for this fiscal - same scope as last year?   ","4/8/2002"
535,31,"All projects to fall under one SSA. ","6/11/2002"
537,44,"Contract for T. Duffy to expire on 31 March 1997.  Project closed at request of SCHB.","5/28/1997"
539,46,"Tenure and grants in lieu sent to G. Lacey Feb. 1997. No further information available. Project completed.","5/28/1997"
540,47,"SSA TO RCMP    ","4/24/1997"
546,47,"RCMP selected property on Muchalat Dr.-owner to call  me with his lowest sale price.    ","9/18/1997"
547,47,"Mr.Messer no longer interested in selling. He talked  it over with his family and they have decided to keep the property  for future development of their business.    ","9/23/1997"
548,47,"Bo Bricic and Stuart Leslie to visit site at Hwy.28.  end of Oct/97.    ","10/15/1997"
549,47,"Project cancelled per Bo Bricic.","10/28/1997"
551,48,"Timber valuation $250,000 adjusted for  smaller area.              Land value $75,300 adjusted for  smaller area.    ","5/14/1997"
554,48,"Waiting for survey.    ","5/29/1997"
555,48,"Surveyor General's office sent survey   instructions to surveyor. ","9/18/1997"
556,48,"Appraisal is  for DL 305 and DL 306 $340,000.    ","5/12/1997"
558,48,"Section 16(3) delegation recvd.  Offer  accepted.  			  ","5/16/1997"
559,48,"INAC to cut cheque. SSA recvd $3,000  fees only.    ","5/21/1997"
562,48,"OIC rec'd from Prov dated Oct  23/98, Acceptance by Feds June 8/99. ","11/5/1999"
563,49,"Conceptual delineation of component  land parcels has been made.    ","5/21/1997"
569,49,"DFO Approval-In-Principle with the  land exchange has been obtained.    ","9/30/1997"
570,49,"Work is continuing on the proposed  land exchange with MOTH.  An appraisal for the  lands concerned has just been completed.   ","10/6/1998"
571,49,"Environmental reviews also required.     ","10/28/1999"
572,49,"documentation for transfer being completed.","7/4/2000"
575,50,"DFO concurrence has been obtained.    ","9/30/1907"
576,50,"The Gas Pipeline Agreement has been  successfully completed with Centra Gas. ","10/6/1998"
579,51,"Special Use Permit to extend DFO's tenure is  currently being sought.    ","9/30/1907"
580,51,"Consultation referral with Sto:Lo  First Nation is in process concerning Amendment to  Prov. OIC. to incorporate Water Intake. ","10/6/1998"
583,52,"Omibus  type work continuing    ","9/30/1997"
584,52,"'Umbrella' type project is ongoing  with such works as appraisals, Licences  development, TAC'c, and continued responses to  ","10/6/1998"
585,52,"Continued work on Omnibus Project for various Salmon Enhancement sites , and provision of a multidude of services to consolidate DFO holdings in keeping ","9/13/2001"
588,53,"DFO/SEP has been advised re Market Value.    ","9/30/1997"
589,53,"Stakeholder concurrence with the derived Fair Rent under DFO/DIAND Permit is needed.","10/6/1998"
592,54,"After defining the area required for tenure, a surveyor has been retained.    ","9/30/1997"
593,54,"Establishment of Map Reserve and Land Registration are in progress.","10/6/1998"
594,55,"Conv. with Province 97-06-02 - SCHB  must justify (development plan) why they need  lease over old oyster lease area.    ","6/13/1997"
595,55,"Conv. with Province 97-06-02 - SCHB  must justify (development plan) why they need  lease.  Letter to R. Brunning re status on DL2004   (July 97)    ","7/23/1997"
596,55,"Conv. with Province 97-06-02. SCHB  must justify (development plan) why they need  lease.  Letter to R. Brunning re status on DL2004   (July 97)    ","8/19/1997"
597,55,"Currently preparing application for  Reserve as per H. Gill's instructions.  Letter to   R. Brunning re status on DL2004 (July 97)    ","9/25/1997"
598,55,"Letter to R. Brunning re status on DL   2004 (July 97).  Preparing applic. for reserve as   per H. Gills instructions.    ","9/25/1997"
599,55,"Letter to R. Brunning re status on DL   2004 (July 97).  Application to H. Gill 97-10-01  for approval.    ","10/17/1997"
600,55,"Letter to R. Brunning re status on DL   2004 (July 97).  Application for Reserve forwarded  97-10-17.    ","11/17/1997"
601,55,"Application for Reserve forwarded Oct.  97.  M. McCammon of BC Lands replied that process   would take 18-24 mos.  Copy of letter forwarded to  H. Gill 12-15    ","12/15/1997"
602,55,"Application for Reserve forwarded Oct   97.  M. McCammon of BC Lands replied that process   would take 18-24 mos.  Copy of letter forwarded to  H. Gill 12-15    ","1/6/1998"
603,55,"Application for Reserve forwarded Oct   97.  M. McCammon of BC Lands replied that process   would take 18-24 mos.  Copy of letter forwarded to  H. Gill 12-15.    ","1/21/1998"
605,55,"Letter sent to R. Brunning 98-08-31  for status on all applications to Province.    ","9/1/1998"
606,55,"Reserve application for DL 2004 being   processed shortly (98-10-09) per M. McCammon of  Province.    ","10/9/1998"
607,55,"Map Reserve #980030 established on  ","11/6/1998"
608,55,"Followup letter to BC Assets 98-12-15   for OIC Reserve over DL2004.    ","10/9/1998"
609,55,"Followup letter to BC Assets 98-12-15   for OIC Reserve over DL2004.  Awaiting reply.     ","1/28/1999"
610,55,"Followup letter sent on Feb. 19/99 to   BC Assets    ","3/3/1999"
611,55,"Workplan completed April 30/99 for  1999/2000.    ","4/30/1999"
612,55,"Two TAC applications outstanding.   Province acknowledged they are not processing  applics. at this time. ","5/28/1999"
613,55,"  Followup done Sept. 99 with Province.  Need  acknowledgement that our two TAC applications are   still in their system. Province acknowledged t   ","9/20/1999"
614,55," Need acknowledgement from  Province that our two TAC applications are still  in their system.  No reply.  Further followup  required in January 2000.   ","12/2/1999"
615,55," Reply from Province Dec. 99.   Letter forwarded to SCHB.  TACS are in their  system.  Tenure was confirmed.   ","2/29/2000"
616,55," Reply from Province Dec. 99.   LTACS are in their system.  Tenure was confirmed.   No current year SSA   ","9/5/2000"
617,55," Project will continue to be  monitored quarterly.  Funding will be obtained  from Project 699200  ","10/10/2000"
618,55,"No TAC from Province yet.   ","4/4/2001"
619,55,"No TAC from Province yet   ","11/19/2001"
620,55,"Follow up letter sent to  Province on Dec. 4, 2001. ","12/4/2001"
621,56,"Corners of proposed glass addition w/overhang;stairway ledge/rail require tenure.  Send letter to City requesting encroachment agreement on road.    ","6/19/1997"
622,56,"City has finally sent a request to their law dept. to draft an encroachment agreement.  Colin Kristiansen agreed to a nominal fee.    ","11/1/1997"
623,56,"Copies of plan submitted to the City.osed glass addition w/overhang;stairway ledge/rail require tenure.  Send letter to City requesting en    ","12/9/1998"
624,56,"Copies of plan submitted to the City.  Waiting for city to send right of way document over before submitting the original plans.    ","12/9/1998"
625,56,"Colin Kristiansen left the City of Vanc.  Raymond Louie 873-7156 has been assigned to project.     ","2/8/1999"
626,56,"Joe Stubbs is lawyer for the City.  Letter to Justice today asking for assignment of lawyer.    ","5/7/1999"
627,56,"Rosemary is solicitor at Justice.    ","5/17/1999"
628,56,"City of Vancouver lawyer requested project be on hold until Sept. 1, 1999. ","5/31/1999"
629,56,"Joe Stubbs will start drafting easment agreement.   ","9/10/1999"
630,56,"Joe Stubbs agreed to use sketch provided by Nicola Chevallier for the purposes of the easement document.  We will do a new survey plan when we build the slab.  Joe insist on putting a clause regarding signage, although Dave Bird didn't want any reference ","10/29/1999"
631,56,"JoRosemary Lutter advised not to sign and register the plan until we are happy with the terms of the Development permit.  The agreement is our bargaining  power on their encroachment.  Once the agreement is signed, we don't have any power when negotiating","2/14/2000"
632,56,"Talked to Bill Boons, Manager of DP department that we can keep the same drawings in the application even though we won't build the glazed structure fo r many years and only build the slab.  He does not foresee any problems in extending the permit for 2 o","2/29/2000"
633,56,"Reciprocal Easement Agreement registered at the LTO. ","5/31/2000"
636,57,"Presentation to Waterfront Working Committee on 13 Aug.97.  Working meeting with staff 19 Aug.97.    ","8/20/1997"
637,57,"On-going discussions with City of Richmond planning staff.","9/30/1997"
643,58,"SSA $2,500.    ","7/24/1997"
644,58,"Awaiting instructions from G.Lacey.    ","8/20/1997"
645,58,"Review of preliminary background material.    ","9/30/1997"
646,58,"Awaiting results of G. Lacey's HQ meetings and further instructions.    ","12/2/1997"
647,58,"Project to be closed at request of SCHB.","2/2/1998"
652,59,"Miscellaneous tasks.    ","7/6/1998"
653,59,"Miscellaneous tasks/consultation. ","7/24/1998"
654,60,"Application made August 11, 1997    ","8/11/1997"
655,60,"Mark Harvey at BC Lands reviewing  application in conjunction with Airport  application for seaplane base ","4/14/1999"
658,60,"  Dal is communicating with Max Nock regarding this   project   ","8/23/1999"
659,60,"BC Lands unwilling to process  application at this time - project on hold   ","10/6/1999"
660,60,"Dal working out arrangement  with Max Nock for administrative fee to cover BC  Lands costs - possible they will process if we  cover their costs.   ","11/1/1999"
